TimeSinceStart_s;Temperature;Humidity;Latitude;Longitude;Altitude;TimeUTC;PM1_0;PM2_5;PM4_0;PM10_0
1985;32.55;32.70;47.401833;8.505102;472.60;9240100.00000;4.50;4.75;4.75;4.75
1990;32.60;32.29;47.402012;8.504832;458.10;9240600.00000;4.39;4.64;4.64;4.64
1995;32.53;31.99;47.402142;8.504411;451.70;9241100.00000;4.25;4.49;4.49;4.49
2000;32.21;31.81;47.402283;8.503930;448.70;9241600.00000;4.34;4.59;4.59;4.59
2005;32.04;31.93;47.402386;8.503475;449.60;9242100.00000;4.42;4.67;4.67;4.67
2010;32.02;32.04;47.402374;8.503207;447.20;9242600.00000;4.39;4.64;4.64;4.64
2015;31.67;31.67;47.402206;8.502771;445.60;9243100.00000;4.36;4.61;4.61;4.61
2020;31.34;31.48;47.402180;8.502169;443.80;9243600.00000;6.27;6.63;6.63;6.63
2025;30.97;31.71;47.402077;8.501649;439.00;9244100.00000;6.32;6.68;6.68;6.68
2030;30.51;31.94;47.401871;8.501401;440.90;9244600.00000;5.94;6.28;6.28;6.28
2035;29.65;32.57;47.401669;8.501124;441.10;9245100.00000;5.56;5.88;5.88;5.88
2040;29.40;33.67;47.401592;8.500960;440.30;9245600.00000;5.09;5.39;5.39;5.39
2045;29.36;34.36;47.401711;8.500707;439.40;9250100.00000;4.87;5.15;5.15;5.15
2050;29.55;34.36;47.401871;8.500445;439.50;9250600.00000;4.59;4.85;4.85;4.85
2055;29.49;34.25;47.401905;8.500360;440.70;9251100.00000;4.40;4.66;4.66;4.66
2060;29.44;34.36;47.401802;8.500506;449.80;9251600.00000;4.35;4.60;4.60;4.60
2065;29.15;34.59;47.401653;8.500818;453.70;9252100.00000;4.27;4.51;4.51;4.51
2070;28.69;35.20;47.401493;8.501150;456.80;9252600.00000;4.03;4.26;4.26;4.26
2075;28.30;35.63;47.401333;8.501489;457.30;9253100.00000;4.00;4.23;4.23;4.23
2080;28.03;35.94;47.401165;8.501807;461.10;9253600.00000;4.02;4.25;4.25;4.25
2085;27.79;36.65;47.401016;8.502117;460.70;9254100.00000;4.07;4.30;4.30;4.30
2090;27.50;37.58;47.400837;8.502449;461.40;9254600.00000;3.97;4.20;4.20;4.20
2095;27.08;38.39;47.400681;8.502685;459.20;9255100.00000;3.87;4.10;4.10;4.10
2100;26.86;39.50;47.400551;8.502975;460.80;9255600.00000;3.94;4.17;4.17;4.17
2105;26.60;40.01;47.400352;8.503366;462.30;9260100.00000;3.75;3.96;3.96;3.96
2110;26.39;40.33;47.400112;8.503859;463.50;9260600.00000;3.68;3.89;3.89;3.89
2115;26.11;40.25;47.399918;8.504230;465.50;9261000.00000;3.52;3.72;3.72;3.72
2120;26.07;40.76;47.399719;8.504662;463.70;9261500.00000;3.46;3.66;3.66;3.66
2125;25.98;41.33;47.399502;8.505098;464.40;9262000.00000;3.64;3.84;3.84;3.84
2130;25.78;41.55;47.399323;8.505459;465.90;9262500.00000;3.72;3.93;3.93;3.93
2135;25.64;41.46;47.399143;8.505675;464.70;9263000.00000;3.89;4.12;4.12;4.12
2140;25.56;42.07;47.398960;8.505890;464.60;9263500.00000;4.04;4.27;4.27;4.27
2145;25.51;41.87;47.398857;8.506131;465.00;9264000.00000;4.21;4.45;4.45;4.45
2150;25.51;41.97;47.398777;8.506397;468.10;9264500.00000;4.14;4.37;4.37;4.37
2155;25.28;42.09;47.398678;8.506685;469.50;9265000.00000;3.98;4.21;4.21;4.21
2160;25.12;42.51;47.398582;8.506963;471.00;9265500.00000;4.04;4.27;4.27;4.27
2165;25.15;42.71;47.398483;8.507227;472.70;9270000.00000;4.14;4.38;4.38;4.38
2170;24.97;42.31;47.398369;8.507504;473.50;9270500.00000;4.10;4.34;4.34;4.34
2175;24.81;41.83;47.398243;8.507814;479.90;9271000.00000;4.09;4.33;4.33;4.33
2180;24.70;42.33;47.398102;8.508150;483.90;9271500.00000;4.24;4.48;4.48;4.48
2185;24.55;42.65;47.397945;8.508460;485.50;9272000.00000;4.39;4.65;4.65;4.65
2190;24.52;42.86;47.397804;8.508800;484.50;9272500.00000;4.68;4.95;4.95;4.95
2195;24.34;43.57;47.397694;8.509145;485.00;9273000.00000;4.90;5.18;5.18;5.18
2200;24.23;44.06;47.397575;8.509514;484.30;9273500.00000;4.86;5.14;5.14;5.14
2205;24.19;44.28;47.397449;8.509887;483.10;9274000.00000;4.76;5.04;5.04;5.04
2210;24.07;44.18;47.397335;8.510267;482.40;9274500.00000;4.59;4.86;4.86;4.86
2215;24.10;43.59;47.397224;8.510659;482.10;9275000.00000;4.36;4.61;4.61;4.61
2220;23.97;43.80;47.397133;8.511069;481.10;9275500.00000;4.31;4.55;4.55;4.55
2225;23.81;44.23;47.397064;8.511539;477.80;9280000.00000;4.36;4.61;4.61;4.61
2230;23.82;45.00;47.397011;8.512084;475.70;9280500.00000;4.53;4.79;4.79;4.79
2235;23.91;45.50;47.396965;8.512650;472.90;9281000.00000;4.59;4.85;4.85;4.85
2240;23.88;44.70;47.396938;8.513215;469.80;9281500.00000;4.56;4.82;4.82;4.82
2245;23.97;44.20;47.396954;8.513758;464.60;9282000.00000;4.62;4.89;4.89;4.89
2250;23.88;43.71;47.396965;8.514370;458.30;9282500.00000;4.69;4.96;4.96;4.96
2255;23.89;43.51;47.396938;8.514979;452.70;9283000.00000;4.78;5.05;5.05;5.05
2260;23.71;43.41;47.396877;8.515597;448.90;9283500.00000;4.67;4.94;4.94;4.94
2265;23.61;42.93;47.396820;8.516259;445.90;9284000.00000;4.60;4.86;4.86;4.86
2270;23.54;43.13;47.396759;8.516979;445.20;9284500.00000;4.91;5.19;5.19;5.19
2275;23.42;43.15;47.396687;8.517602;444.40;9285000.00000;4.92;5.20;5.20;5.20
2280;23.36;42.95;47.396595;8.518133;446.70;9285500.00000;4.91;5.20;5.20;5.20
2285;23.25;43.17;47.396507;8.518667;447.80;9290000.00000;4.81;5.09;5.09;5.09
2290;23.28;43.37;47.396385;8.519332;448.70;9290500.00000;4.64;4.91;4.91;4.91
2295;23.23;44.27;47.396278;8.519922;452.00;9291000.00000;4.83;5.11;5.11;5.11
2300;23.52;44.72;47.396355;8.520360;454.60;9291500.00000;4.88;5.16;5.16;5.16
2305;23.66;44.92;47.396400;8.520750;458.70;9292000.00000;4.74;5.01;5.01;5.01
2310;23.88;43.80;47.396435;8.521104;463.40;9292500.00000;4.51;4.76;4.76;4.76
2315;24.04;43.01;47.396465;8.521464;468.60;9293000.00000;4.28;4.53;4.53;4.53
2320;24.01;42.29;47.396484;8.521792;468.20;9293500.00000;4.18;4.43;4.43;4.43
2325;24.19;41.89;47.396500;8.522112;467.60;9294000.00000;4.32;4.57;4.57;4.57
2330;24.21;41.79;47.396519;8.522420;467.90;9294500.00000;4.61;4.87;4.87;4.87
2335;24.21;41.87;47.396530;8.522743;468.80;9295000.00000;5.01;5.29;5.29;5.29
2340;24.36;41.67;47.396568;8.523066;469.90;9295500.00000;4.97;5.26;5.26;5.26
2345;24.22;41.58;47.396606;8.523400;471.00;9300000.00000;4.68;4.94;4.94;4.94
2350;24.44;41.77;47.396664;8.523718;471.40;9300500.00000;4.27;4.51;4.51;4.51
2355;24.66;41.75;47.396770;8.523715;470.50;9301000.00000;4.32;4.57;4.57;4.57
2360;25.08;41.61;47.396637;8.523789;470.00;9301500.00000;4.40;4.66;4.66;4.66
2365;25.04;40.92;47.396584;8.524066;467.40;9302000.00000;4.23;4.47;4.47;4.47
2370;25.21;40.12;47.396534;8.524351;464.40;9302500.00000;4.00;4.23;4.23;4.23
2375;25.01;39.73;47.396473;8.524764;462.50;9303000.00000;3.77;3.99;3.99;3.99
2380;24.99;39.53;47.396397;8.525202;459.20;9303500.00000;3.51;3.72;3.72;3.72
2385;24.91;39.43;47.396301;8.525685;457.10;9304000.00000;3.29;3.48;3.48;3.48
2390;24.96;39.45;47.396194;8.526250;454.80;9304500.00000;3.73;3.95;3.95;3.95
2395;25.11;39.43;47.396099;8.526596;452.50;9305000.00000;3.83;4.05;4.05;4.05
2400;25.18;39.71;47.395924;8.526551;449.60;9305500.00000;3.89;4.12;4.12;4.12
2405;25.64;39.59;47.395588;8.526181;447.60;9310000.00000;4.38;4.63;4.63;4.63
2410;25.77;39.17;47.395176;8.525802;444.80;9310500.00000;4.88;5.16;5.16;5.16
2415;25.95;38.56;47.394707;8.525504;441.70;9311000.00000;5.05;5.34;5.34;5.34
2420;26.07;38.36;47.394245;8.525142;437.60;9311500.00000;5.21;5.51;5.51;5.51
2425;26.01;38.56;47.393719;8.524803;434.40;9312000.00000;5.36;5.67;5.67;5.67
2430;26.05;38.85;47.393200;8.524564;431.00;9312500.00000;5.60;5.92;5.92;5.92
2435;26.12;38.74;47.392761;8.524351;428.50;9313000.00000;5.59;5.91;5.91;5.91
2440;26.33;38.84;47.392677;8.524138;425.80;9313500.00000;5.50;5.81;5.81;5.81
2445;26.71;38.90;47.392700;8.523980;423.20;9314000.00000;5.33;5.64;5.64;5.64
2450;27.40;39.06;47.392754;8.523712;421.70;9314500.00000;5.12;5.41;5.41;5.41
2455;27.94;38.61;47.392815;8.523433;419.30;9315000.00000;4.96;5.24;5.24;5.24
2460;28.44;37.49;47.392868;8.523012;421.50;9315500.00000;4.69;4.96;4.96;4.96
2465;28.89;36.86;47.392941;8.522505;420.90;9320000.00000;4.51;4.77;4.77;4.77
2470;29.17;35.86;47.393082;8.521923;419.60;9320500.00000;4.33;4.58;4.58;4.58
2475;29.36;35.25;47.393234;8.521395;418.30;9321000.00000;4.47;4.72;4.72;4.72
2480;29.56;34.84;47.393387;8.520933;416.30;9321500.00000;4.60;4.87;4.87;4.87
2485;29.66;34.44;47.393543;8.520474;416.00;9322000.00000;4.90;5.18;5.18;5.18
2490;29.78;34.34;47.393684;8.519988;415.10;9322500.00000;5.34;5.65;5.65;5.65
2495;29.84;34.53;47.393814;8.519541;413.30;9323000.00000;5.46;5.78;5.78;5.78
2500;30.03;34.03;47.393982;8.519058;413.40;9323500.00000;5.38;5.69;5.69;5.69
2505;30.11;33.82;47.394146;8.518577;414.90;9324000.00000;5.11;5.40;5.40;5.40
2510;30.13;33.62;47.394287;8.518097;414.80;9324500.00000;4.88;5.16;5.16;5.16
2515;30.28;33.72;47.394341;8.517561;413.50;9325000.00000;4.70;4.97;4.97;4.97
2520;30.26;33.82;47.394375;8.516969;412.00;9325500.00000;4.81;5.09;5.09;5.09
2525;30.37;34.20;47.394428;8.516395;411.50;9330000.00000;4.93;5.21;5.21;5.21
2530;30.24;34.41;47.394497;8.515823;410.00;9330500.00000;5.01;5.30;5.30;5.30
2535;30.07;34.43;47.394562;8.515293;408.20;9331000.00000;4.91;5.19;5.19;5.19
2540;29.99;33.84;47.394623;8.514803;406.70;9331500.00000;4.94;5.23;5.23;5.23
2545;29.89;33.15;47.394722;8.514336;405.50;9332000.00000;5.05;5.34;5.34;5.34
2550;29.87;32.65;47.394802;8.513842;403.60;9332500.00000;4.92;5.20;5.20;5.20
2555;29.96;32.56;47.394878;8.513375;403.20;9333000.00000;4.93;5.21;5.21;5.21
2560;29.95;32.86;47.394917;8.512981;403.50;9333500.00000;5.00;5.29;5.29;5.29
2565;30.00;34.03;47.394981;8.512625;402.50;9334000.00000;4.78;5.05;5.05;5.05
2570;30.14;34.90;47.395031;8.512274;406.20;9334500.00000;4.57;4.83;4.83;4.83
2575;30.40;34.69;47.395096;8.512007;404.00;9335000.00000;4.63;4.89;4.89;4.89
2580;30.51;34.10;47.395153;8.511685;405.60;9335500.00000;4.62;4.89;4.89;4.89
2585;30.35;33.80;47.395199;8.511219;401.80;9340000.00000;4.76;5.03;5.03;5.03
2590;30.35;33.92;47.395252;8.510735;397.80;9340500.00000;4.70;4.97;4.97;4.97
2595;30.28;33.61;47.395294;8.510188;397.60;9341000.00000;4.64;4.91;4.91;4.91
2600;30.43;32.53;47.395317;8.509616;397.70;9341500.00000;4.46;4.72;4.72;4.72
2605;30.21;32.93;47.395329;8.509023;401.00;9342000.00000;4.45;4.71;4.71;4.71
2610;30.03;32.17;47.395382;8.508526;403.40;9342500.00000;4.31;4.56;4.56;4.56
2615;30.02;32.56;47.395546;8.508424;402.90;9343000.00000;4.10;4.34;4.34;4.34
2620;30.13;32.84;47.395672;8.508330;403.00;9343500.00000;3.88;4.10;4.10;4.10
2625;30.40;32.23;47.395748;8.508229;401.40;9344000.00000;3.70;3.91;3.91;3.91
2630;30.71;31.82;47.395809;8.508081;401.90;9344500.00000;3.67;3.88;3.88;3.88
2635;31.05;31.89;47.395874;8.507935;403.00;9345000.00000;3.77;3.99;3.99;3.99
2640;31.41;31.68;47.395947;8.507784;403.10;9345500.00000;4.16;4.39;4.39;4.39
2645;31.74;31.65;47.396008;8.507587;405.00;9350000.00000;4.51;4.77;4.77;4.77
2650;32.04;31.14;47.396049;8.507431;409.00;9350400.00000;4.71;4.98;4.98;4.98
2655;32.20;30.44;47.396133;8.507257;408.50;9350900.00000;4.80;5.08;5.08;5.08
2660;32.45;30.15;47.396221;8.507106;407.90;9351400.00000;4.66;4.93;4.93;4.93
2665;32.70;30.23;47.396278;8.507007;407.80;9351900.00000;4.48;4.74;4.74;4.74
2670;32.91;30.02;47.396351;8.506853;407.60;9352400.00000;4.47;4.73;4.73;4.73
2675;33.20;29.42;47.396431;8.506662;408.10;9352900.00000;4.43;4.69;4.69;4.69
2680;33.42;29.21;47.396519;8.506476;408.80;9353400.00000;4.27;4.52;4.52;4.52
2685;33.55;28.42;47.396626;8.506322;410.10;9353900.00000;4.18;4.42;4.42;4.42
2690;33.55;28.22;47.396725;8.506139;411.10;9354400.00000;4.20;4.44;4.44;4.44
2695;33.62;28.12;47.396835;8.505968;411.20;9354900.00000;4.25;4.49;4.49;4.49
2700;33.70;27.93;47.396927;8.505780;412.20;9355400.00000;4.17;4.41;4.41;4.41
2705;34.04;27.90;47.397011;8.505613;411.90;9355900.00000;4.00;4.23;4.23;4.23
2710;34.35;27.59;47.397099;8.505446;413.60;9360400.00000;3.88;4.10;4.10;4.10
2715;34.47;27.11;47.397144;8.505330;416.10;9360900.00000;3.91;4.14;4.14;4.14
2720;34.29;26.91;47.397133;8.505306;419.30;9361400.00000;3.79;4.01;4.01;4.01
2725;34.03;26.73;47.397125;8.505278;421.60;9361900.00000;3.65;3.86;3.86;3.86
2730;33.74;27.15;47.397118;8.505248;424.00;9362400.00000;3.55;3.75;3.75;3.75
2735;33.52;28.22;47.397110;8.505224;426.50;9362900.00000;3.38;3.58;3.58;3.58
2740;33.26;27.06;47.397106;8.505230;430.50;9363400.00000;3.42;3.62;3.62;3.62
2745;33.35;27.55;47.397141;8.505181;433.30;9363900.00000;3.58;3.78;3.78;3.78
2750;33.57;28.61;47.397209;8.504995;433.70;9364400.00000;3.63;3.84;3.84;3.84
2755;33.62;29.10;47.397324;8.504754;435.10;9364900.00000;3.54;3.74;3.74;3.74
2760;33.54;29.88;47.397457;8.504493;436.90;9365400.00000;3.19;3.37;3.37;3.37
2765;33.44;30.09;47.397572;8.504235;438.90;9365900.00000;2.92;3.09;3.09;3.09
2770;33.20;29.61;47.397705;8.504019;436.70;9370400.00000;2.78;2.94;2.94;2.94
2775;33.01;29.32;47.397850;8.503719;434.70;9370900.00000;2.80;2.96;2.96;2.96
2780;32.75;28.75;47.398010;8.503427;433.00;9371400.00000;2.97;3.14;3.14;3.14
2785;32.60;28.96;47.398106;8.503209;431.40;9371900.00000;3.14;3.32;3.32;3.32
2790;32.69;29.74;47.398212;8.503109;434.00;9372400.00000;3.25;3.44;3.44;3.44
2795;32.54;30.13;47.398354;8.503001;430.20;9372900.00000;3.59;3.80;3.80;3.80
2800;32.48;31.32;47.398453;8.502860;430.10;9373400.00000;3.72;3.94;3.94;3.94
2805;32.55;31.70;47.398502;8.502666;432.20;9373900.00000;4.01;4.24;4.24;4.24
2810;32.64;31.31;47.398560;8.502478;432.80;9374400.00000;4.52;4.78;4.78;4.78
2815;32.94;31.20;47.398643;8.502295;433.50;9374900.00000;4.44;4.69;4.69;4.69
2820;33.16;31.18;47.398762;8.502149;432.80;9375400.00000;4.44;4.69;4.69;4.69
2825;33.39;30.77;47.398880;8.502044;434.10;9375900.00000;4.61;4.88;4.88;4.88
2830;33.55;30.66;47.398964;8.501886;432.70;9380400.00000;4.78;5.06;5.06;5.06
2835;33.55;30.57;47.399059;8.501760;432.50;9380900.00000;4.72;4.99;4.99;4.99
2840;33.63;29.98;47.399166;8.501668;430.80;9381400.00000;4.41;4.66;4.66;4.66
2845;33.78;29.77;47.399258;8.501691;435.30;9381900.00000;4.15;4.38;4.38;4.38
2850;33.89;29.47;47.399189;8.501850;441.40;9382400.00000;4.01;4.24;4.24;4.24
2855;34.13;29.46;47.399204;8.502017;444.20;9382900.00000;3.81;4.03;4.03;4.03
2860;34.23;29.36;47.399197;8.502220;444.90;9383400.00000;3.47;3.67;3.67;3.67
2865;33.79;28.89;47.399227;8.502446;447.60;9383900.00000;3.48;3.68;3.68;3.68
2870;33.45;29.59;47.399296;8.502679;443.30;9384400.00000;3.51;3.71;3.71;3.71
2875;32.85;30.22;47.399391;8.502871;440.70;9384900.00000;3.27;3.46;3.46;3.46
2880;32.61;30.23;47.399460;8.503050;439.90;9385400.00000;3.22;3.41;3.41;3.41
2885;32.09;29.87;47.399384;8.503232;443.90;9385900.00000;3.26;3.44;3.44;3.44
2890;31.49;30.70;47.399193;8.503589;446.10;9390400.00000;3.22;3.40;3.40;3.40
2895;30.75;31.02;47.398899;8.503984;444.00;9390900.00000;3.37;3.56;3.56;3.56
2900;30.07;31.36;47.398575;8.504321;442.30;9391400.00000;3.65;3.86;3.86;3.86
2905;29.55;31.60;47.398270;8.504626;441.70;9391900.00000;4.23;4.47;4.47;4.47
2910;29.10;32.42;47.397999;8.504947;441.50;9392400.00000;4.45;4.71;4.71;4.71
2915;28.79;32.54;47.397766;8.505326;440.80;9392900.00000;4.57;4.83;4.83;4.83
2920;28.59;33.15;47.397629;8.505666;442.20;9393400.00000;4.64;4.91;4.91;4.91
2925;28.27;33.54;47.397499;8.506036;447.20;9393900.00000;4.53;4.80;4.80;4.80
2930;28.15;34.46;47.397324;8.506415;453.90;9394400.00000;4.52;4.78;4.78;4.78
2935;27.85;35.35;47.397148;8.506842;457.20;9394900.00000;4.39;4.64;4.64;4.64
2940;27.79;35.25;47.396980;8.507262;459.00;9395400.00000;4.37;4.62;4.62;4.62
2945;27.78;34.78;47.396767;8.507708;462.40;9395900.00000;4.30;4.54;4.54;4.54
2950;27.78;34.58;47.396641;8.508153;465.20;9400400.00000;4.07;4.30;4.30;4.30
2955;27.49;34.58;47.396507;8.508597;468.30;9400900.00000;3.99;4.22;4.22;4.22
2960;27.50;34.39;47.396336;8.509061;465.40;9401400.00000;3.94;4.17;4.17;4.17
2965;27.54;34.50;47.396156;8.509538;466.40;9401900.00000;4.04;4.27;4.27;4.27
2970;27.61;34.89;47.396000;8.510010;466.50;9402400.00000;4.01;4.24;4.24;4.24
2975;27.47;34.99;47.395866;8.510515;472.70;9402900.00000;4.08;4.32;4.32;4.32
2980;27.60;35.68;47.395874;8.510997;468.20;9403400.00000;4.16;4.40;4.40;4.40
2985;27.53;35.78;47.395855;8.511509;463.40;9403900.00000;4.24;4.48;4.48;4.48
2990;27.57;35.98;47.395767;8.512020;470.70;9404400.00000;4.19;4.43;4.43;4.43
2995;27.35;36.97;47.395638;8.512467;482.60;9404900.00000;4.19;4.43;4.43;4.43
3000;27.35;36.49;47.395603;8.512872;492.10;9405400.00000;4.61;4.87;4.87;4.87
3005;27.22;36.19;47.395443;8.513361;488.10;9405900.00000;4.87;5.15;5.15;5.15
3010;27.19;36.19;47.395279;8.513889;484.90;9410400.00000;4.70;4.97;4.97;4.97
3015;27.07;36.71;47.395134;8.514466;481.30;9410900.00000;4.55;4.81;4.81;4.81
3020;27.05;37.38;47.395004;8.515091;479.30;9411400.00000;4.62;4.88;4.88;4.88
3025;27.15;37.58;47.394955;8.515708;481.10;9411900.00000;4.89;5.17;5.17;5.17
3030;27.27;38.17;47.394955;8.516256;477.70;9412400.00000;4.99;5.28;5.28;5.28
3035;27.41;37.98;47.395000;8.516719;478.40;9412900.00000;4.99;5.28;5.28;5.28
3040;27.54;38.06;47.394962;8.517213;476.80;9413400.00000;5.02;5.31;5.31;5.31
3045;27.54;38.45;47.394855;8.517536;478.90;9413900.00000;4.78;5.06;5.06;5.06
3050;27.49;38.75;47.394810;8.517751;484.80;9414400.00000;4.44;4.70;4.70;4.70
3055;27.61;39.14;47.394684;8.518028;496.30;9414900.00000;4.50;4.76;4.76;4.76
3060;27.85;39.22;47.394627;8.518304;507.40;9415400.00000;4.79;5.07;5.07;5.07
3065;28.05;37.92;47.394550;8.518582;509.70;9415900.00000;5.05;5.34;5.34;5.34
3070;28.05;37.62;47.394505;8.518779;503.20;9420400.00000;4.96;5.25;5.25;5.25
3075;27.98;37.62;47.394470;8.518836;502.60;9420800.00000;4.82;5.10;5.10;5.10
3080;28.22;37.60;47.394440;8.519003;496.90;9421300.00000;4.80;5.08;5.08;5.08
3085;28.27;37.41;47.394417;8.519274;489.10;9421800.00000;4.93;5.22;5.22;5.22
3090;28.30;36.71;47.394249;8.519608;480.50;9422300.00000;5.00;5.28;5.28;5.28
3095;28.19;37.23;47.394157;8.519908;477.70;9422800.00000;4.87;5.15;5.15;5.15
3100;28.16;36.91;47.394028;8.520204;477.30;9423300.00000;4.62;4.88;4.88;4.88
3105;28.19;36.54;47.393932;8.520560;476.50;9423800.00000;4.44;4.70;4.70;4.70
3110;28.20;36.04;47.393829;8.520920;473.80;9424300.00000;4.65;4.92;4.92;4.92
3115;28.13;35.83;47.393772;8.521257;472.80;9424800.00000;4.76;5.03;5.03;5.03
3120;28.05;35.94;47.393818;8.521404;472.00;9425300.00000;4.79;5.07;5.07;5.07
3125;27.91;36.24;47.393906;8.521502;469.50;9425800.00000;4.50;4.76;4.76;4.76
3130;27.70;36.24;47.393993;8.521542;472.50;9430300.00000;4.37;4.63;4.63;4.63
3135;27.49;36.57;47.394180;8.521684;470.40;9430800.00000;4.54;4.80;4.80;4.80
3140;27.45;36.47;47.394264;8.521819;468.60;9431300.00000;4.76;5.04;5.04;5.04
3145;27.58;36.65;47.394272;8.521987;465.90;9431800.00000;5.07;5.37;5.37;5.37
3150;27.82;36.75;47.394279;8.522160;463.80;9432300.00000;5.19;5.49;5.49;5.49
3155;27.82;36.63;47.394279;8.522368;463.90;9432800.00000;5.17;5.47;5.47;5.47
3160;28.24;36.34;47.394249;8.522641;466.30;9433300.00000;5.32;5.62;5.62;5.62
3165;28.00;36.44;47.394192;8.522918;464.30;9433800.00000;5.21;5.51;5.51;5.51
3170;27.98;36.52;47.394249;8.523039;460.60;9434300.00000;5.00;5.29;5.29;5.29
3175;28.00;36.54;47.394363;8.523164;458.00;9434800.00000;4.73;5.00;5.00;5.00
3180;27.83;36.65;47.394516;8.523285;456.70;9435300.00000;4.53;4.80;4.80;4.80
3185;27.47;37.56;47.394642;8.523382;455.80;9435800.00000;4.62;4.88;4.88;4.88
3190;27.45;38.55;47.394672;8.523596;454.40;9440300.00000;4.79;5.07;5.07;5.07
3195;27.22;38.47;47.394718;8.523897;453.20;9440800.00000;4.76;5.03;5.03;5.03
3200;27.08;37.79;47.394821;8.524195;450.70;9441300.00000;4.82;5.10;5.10;5.10
3205;27.17;37.49;47.394726;8.524390;451.20;9441800.00000;4.77;5.04;5.04;5.04
3210;27.12;37.30;47.394554;8.524579;454.60;9442300.00000;4.80;5.07;5.07;5.07
3215;27.17;37.30;47.394348;8.524830;452.50;9442800.00000;4.84;5.11;5.11;5.11
3220;27.25;37.18;47.394165;8.525184;450.90;9443300.00000;5.02;5.31;5.31;5.31
3225;27.44;36.67;47.394062;8.525598;450.10;9443800.00000;5.11;5.41;5.41;5.41
3230;27.44;36.37;47.394020;8.526056;452.40;9444300.00000;5.16;5.46;5.46;5.46
3235;27.32;36.98;47.394138;8.526497;452.60;9444800.00000;5.25;5.56;5.56;5.56
3240;27.04;36.49;47.394234;8.526827;456.10;9445300.00000;5.25;5.55;5.55;5.55
3245;27.13;36.29;47.394157;8.527219;465.30;9445800.00000;5.13;5.43;5.43;5.43
3250;26.85;36.21;47.394054;8.527525;473.00;9450300.00000;4.89;5.17;5.17;5.17
3255;26.56;36.54;47.393940;8.527910;477.20;9450800.00000;5.02;5.31;5.31;5.31
3260;26.30;37.05;47.393803;8.528274;482.70;9451300.00000;5.07;5.36;5.36;5.36
3265;26.12;37.57;47.393719;8.528666;486.10;9451800.00000;5.13;5.42;5.42;5.42
3270;26.07;37.96;47.393642;8.528982;489.80;9452300.00000;5.39;5.70;5.70;5.70
3275;26.46;38.15;47.393524;8.529209;487.40;9452800.00000;5.37;5.68;5.68;5.68
3280;26.80;38.31;47.393444;8.529408;488.20;9453300.00000;5.18;5.47;5.47;5.47
3285;27.03;37.77;47.393414;8.529654;481.30;9453800.00000;4.94;5.22;5.22;5.22
3290;27.34;37.28;47.393276;8.529898;477.50;9454300.00000;4.68;4.95;4.95;4.95
3295;27.41;37.08;47.393181;8.530265;478.20;9454800.00000;4.48;4.73;4.73;4.73
3300;27.53;36.77;47.393124;8.530667;481.00;9455300.00000;4.52;4.78;4.78;4.78
3305;27.61;36.46;47.393047;8.531050;485.40;9455800.00000;4.66;4.93;4.93;4.93
3310;27.75;36.46;47.392975;8.531430;491.80;9460300.00000;4.67;4.94;4.94;4.94
3315;27.94;36.55;47.392910;8.531787;499.80;9460800.00000;4.67;4.93;4.93;4.93
3320;27.95;36.34;47.392773;8.532126;505.00;9461300.00000;4.77;5.04;5.04;5.04
3325;28.05;36.02;47.392620;8.532419;507.30;9461800.00000;5.07;5.36;5.36;5.36
3330;27.73;36.25;47.392487;8.532482;505.00;9462300.00000;5.16;5.46;5.46;5.46
3335;27.58;36.57;47.392338;8.532219;500.60;9462800.00000;4.98;5.27;5.27;5.27
3340;27.27;36.98;47.392246;8.532039;493.50;9463300.00000;5.01;5.30;5.30;5.30
3345;27.60;38.04;47.392223;8.532044;489.80;9463800.00000;4.78;5.06;5.06;5.06
3350;27.83;38.31;47.392200;8.532047;488.30;9464300.00000;4.47;4.72;4.72;4.72
3355;28.09;38.02;47.392159;8.532056;487.00;9464800.00000;4.18;4.42;4.42;4.42
3360;28.24;38.49;47.392117;8.532088;486.20;9465300.00000;4.12;4.36;4.36;4.36
3365;28.47;39.26;47.392059;8.532191;485.20;9465800.00000;4.10;4.34;4.34;4.34
3370;28.66;39.36;47.392014;8.532284;485.70;9470300.00000;4.32;4.57;4.57;4.57
3375;28.53;39.06;47.392010;8.532361;488.20;9470800.00000;4.45;4.71;4.71;4.71
3380;28.37;38.57;47.392021;8.532413;488.80;9471300.00000;4.65;4.92;4.92;4.92
3385;28.22;38.00;47.391937;8.532433;489.90;9471800.00000;4.91;5.19;5.19;5.19
3390;27.94;38.41;47.391983;8.532394;490.30;9472300.00000;4.93;5.22;5.22;5.22
3395;27.87;39.00;47.392014;8.532418;491.40;9472800.00000;4.74;5.01;5.01;5.01
3400;27.61;39.12;47.391983;8.532542;491.90;9473300.00000;4.82;5.09;5.09;5.09
3405;27.57;39.64;47.391930;8.532586;491.20;9473800.00000;4.71;4.98;4.98;4.98
3410;27.44;39.46;47.391926;8.532611;492.00;9474300.00000;4.60;4.86;4.86;4.86
3415;27.26;39.36;47.391926;8.532611;492.00;9474800.00000;4.91;5.19;5.19;5.19
3420;27.03;39.77;47.391926;8.532611;492.00;9475300.00000;4.95;5.24;5.24;5.24
3425;26.82;39.50;47.391926;8.532611;492.00;9475800.00000;4.94;5.23;5.23;5.23
3430;26.85;40.09;47.391819;8.532411;473.60;9480300.00000;4.99;5.28;5.28;5.28
